Measure,Pre-2009,2009-2013,2014-2016,Post-2016,Measure2,Agency,MortgageType,Date
NUMBER OF TRADES,26,32,*,13,CUSTOMER SELL,FHLMC,AGENCY CMO P&I,03/14/2019
NUMBER OF TRADES,32,30,12,14,DEALER TO DEALER,FHLMC,AGENCY CMO P&I,03/14/2019
NUMBER OF TRADES,90,97,16,22,<= $1MM,FHLMC,AGENCY CMO P&I,03/14/2019
NUMBER OF TRADES,*,16,23,13,<= $10MM,FHLMC,AGENCY CMO P&I,03/14/2019
NUMBER OF TRADES,0,*,*,9,<= $100MM,FHLMC,AGENCY CMO P&I,03/14/2019
NUMBER OF TRADES,0,0,0,0,> $100MM,FHLMC,AGENCY CMO P&I,03/14/2019
AVERAGE PRICE,103.4,95.9,88.2,97.9,TOTAL,GNMA,AGENCY CMO P&I,03/14/2019
WEIGHTED AVG. PRICE,102.6,99.9,101.2,98.7,TOTAL,GNMA,AGENCY CMO P&I,03/14/2019
AVG. PRICE BOTTOM 5 TRADES,93.4,79.2,79,75.6,TOTAL,GNMA,AGENCY CMO P&I,03/14/2019
2ND QUARTILE PRICE,100,90.5,82.2,98.5,TOTAL,GNMA,AGENCY CMO P&I,03/14/2019
3RD QUARTILE PRICE,105.1,98.8,87,99.9,TOTAL,GNMA,AGENCY CMO P&I,03/14/2019
4TH QUARTILE PRICE,106.2,100.3,96.3,99.9,TOTAL,GNMA,AGENCY CMO P&I,03/14/2019
AVG. PRICE TOP 5 TRADES,113.1,105.9,96.3,102.1,TOTAL,GNMA,AGENCY CMO P&I,03/14/2019
STANDARD DEVIATION,5.4,7.8,8.1,5.5,TOTAL,GNMA,AGENCY CMO P&I,03/14/2019
VOLUME OF TRADES (000'S),769,54195.1,3540.3,81567.4,TOTAL,GNMA,AGENCY CMO P&I,03/14/2019
VOLUME OF TRADES (000'S),244.3,27018.8,*,35482.4,CUSTOMER BUY,GNMA,AGENCY CMO P&I,03/14/2019
VOLUME OF TRADES (000'S),274.6,9574.4,53.8,2193.2,CUSTOMER SELL,GNMA,AGENCY CMO P&I,03/14/2019
VOLUME OF TRADES (000'S),250,17601.9,1804.9,43891.8,DEALER TO DEALER,GNMA,AGENCY CMO P&I,03/14/2019
VOLUME OF TRADES (000'S),769,3903.1,251.1,10126.4,<= $1MM,GNMA,AGENCY CMO P&I,03/14/2019
VOLUME OF TRADES (000'S),0,22399.9,*,24482.2,<= $10MM,GNMA,AGENCY CMO P&I,03/14/2019
VOLUME OF TRADES (000'S),0,*,0,*,<= $100MM,GNMA,AGENCY CMO P&I,03/14/2019
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,GNMA,AGENCY CMO P&I,03/14/2019
NUMBER OF TRADES,56,63,21,276,TOTAL,GNMA,AGENCY CMO P&I,03/14/2019
NUMBER OF TRADES,15,28,*,129,CUSTOMER BUY,GNMA,AGENCY CMO P&I,03/14/2019
NUMBER OF TRADES,17,20,5,19,CUSTOMER SELL,GNMA,AGENCY CMO P&I,03/14/2019
NUMBER OF TRADES,24,15,13,128,DEALER TO DEALER,GNMA,AGENCY CMO P&I,03/14/2019
NUMBER OF TRADES,56,56,19,264,<= $1MM,GNMA,AGENCY CMO P&I,03/14/2019
NUMBER OF TRADES,0,5,*,9,<= $10MM,GNMA,AGENCY CMO P&I,03/14/2019
NUMBER OF TRADES,0,*,0,*,<= $100MM,GNMA,AGENCY CMO P&I,03/14/2019
NUMBER OF TRADES,0,0,0,0,> $100MM,GNMA,AGENCY CMO P&I,03/14/2019
AVERAGE PRICE,58.6,14.9,7,0,TOTAL,FNMA,AGENCY CMO IO/PO,03/14/2019
WEIGHTED AVG. PRICE,74.4,17.8,10.8,0,TOTAL,FNMA,AGENCY CMO IO/PO,03/14/2019
AVG. PRICE BOTTOM 5 TRADES,7.7,7.9,7,0,TOTAL,FNMA,AGENCY CMO IO/PO,03/14/2019
2ND QUARTILE PRICE,21,7.8,*,0,TOTAL,FNMA,AGENCY CMO IO/PO,03/14/2019
3RD QUARTILE PRICE,82.4,9.3,*,0,TOTAL,FNMA,AGENCY CMO IO/PO,03/14/2019
4TH QUARTILE PRICE,83.2,18.2,*,0,TOTAL,FNMA,AGENCY CMO IO/PO,03/14/2019
AVG. PRICE TOP 5 TRADES,84.4,31.1,7,0,TOTAL,FNMA,AGENCY CMO IO/PO,03/14/2019
STANDARD DEVIATION,33.9,15,3.5,0,TOTAL,FNMA,AGENCY CMO IO/PO,03/14/2019
VOLUME OF TRADES (000'S),4626.3,73213.3,107550.3,0,TOTAL,FNMA,AGENCY CMO IO/PO,03/14/2019
VOLUME OF TRADES (000'S),2225.2,43532.8,25086.1,0,CUSTOMER BUY,FNMA,AGENCY CMO IO/PO,03/14/2019
VOLUME OF TRADES (000'S),2229.2,26475,*,0,CUSTOMER SELL,FNMA,AGENCY CMO IO/PO,03/14/2019
VOLUME OF TRADES (000'S),*,3205.5,*,0,DEALER TO DEALER,FNMA,AGENCY CMO IO/PO,03/14/2019
VOLUME OF TRADES (000'S),4626.3,2525.1,6132,0,<= $1MM,FNMA,AGENCY CMO IO/PO,03/14/2019
VOLUME OF TRADES (000'S),0,*,*,0,<= $10MM,FNMA,AGENCY CMO IO/PO,03/14/2019
VOLUME OF TRADES (000'S),0,*,*,0,<= $100MM,FNMA,AGENCY CMO IO/PO,03/14/2019
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FNMA,AGENCY CMO IO/PO,03/14/2019
NUMBER OF TRADES,35,20,15,0,TOTAL,FNMA,AGENCY CMO IO/PO,03/14/2019
NUMBER OF TRADES,15,6,12,0,CUSTOMER BUY,FNMA,AGENCY CMO IO/PO,03/14/2019
NUMBER OF TRADES,17,8,*,0,CUSTOMER SELL,FNMA,AGENCY CMO IO/PO,03/14/2019
NUMBER OF TRADES,*,6,*,0,DEALER TO DEALER,FNMA,AGENCY CMO IO/PO,03/14/2019
NUMBER OF TRADES,35,12,8,0,<= $1MM,FNMA,AGENCY CMO IO/PO,03/14/2019
NUMBER OF TRADES,0,*,*,0,<= $10MM,FNMA,AGENCY CMO IO/PO,03/14/2019
NUMBER OF TRADES,0,*,*,0,<= $100MM,FNMA,AGENCY CMO IO/PO,03/14/2019
NUMBER OF TRADES,0,0,0,0,> $100MM,FNMA,AGENCY CMO IO/PO,03/14/2019
AVERAGE PRICE,*,7.7,*,*,TOTAL,FHLMC,AGENCY CMO IO/PO,03/14/2019
WEIGHTED AVG. PRICE,*,13.6,*,*,TOTAL,FHLMC,AGENCY CMO IO/PO,03/14/2019
AVG. PRICE BOTTOM 5 TRADES,*,5.4,*,*,TOTAL,FHLMC,AGENCY CMO IO/PO,03/14/2019
2ND QUARTILE PRICE,*,5.7,*,*,TOTAL,FHLMC,AGENCY CMO IO/PO,03/14/2019
3RD QUARTILE PRICE,*,7.7,*,*,TOTAL,FHLMC,AGENCY CMO IO/PO,03/14/2019
4TH QUARTILE PRICE,*,10.4,*,*,TOTAL,FHLMC,AGENCY CMO IO/PO,03/14/2019
AVG. PRICE TOP 5 TRADES,*,12.9,*,*,TOTAL,FHLMC,AGENCY CMO IO/PO,03/14/2019
STANDARD DEVIATION,*,3.6,*,*,TOTAL,FHLMC,AGENCY CMO IO/PO,03/14/2019
VOLUME OF TRADES (000'S),*,63924.4,*,*,TOTAL,FHLMC,AGENCY CMO IO/PO,03/14/2019
VOLUME OF TRADES (000'S),0,9413.9,*,*,CUSTOMER BUY,FHLMC,AGENCY CMO IO/PO,03/14/2019
VOLUME OF TRADES (000'S),*,45269.4,0,0,CUSTOMER SELL,FHLMC,AGENCY CMO IO/PO,03/14/2019
VOLUME OF TRADES (000'S),*,9241.1,0,*,DEALER TO DEALER,FHLMC,AGENCY CMO IO/PO,03/14/2019
VOLUME OF TRADES (000'S),*,9279.6,0,*,<= $1MM,FHLMC,AGENCY CMO IO/PO,03/14/2019
VOLUME OF TRADES (000'S),*,*,*,0,<= $10MM,FHLMC,AGENCY CMO IO/PO,03/14/2019
VOLUME OF TRADES (000'S),0,*,0,*,<= $100MM,FHLMC,AGENCY CMO IO/PO,03/14/2019
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FHLMC,AGENCY CMO IO/PO,03/14/2019
NUMBER OF TRADES,*,23,*,*,TOTAL,FHLMC,AGENCY CMO IO/PO,03/14/2019
NUMBER OF TRADES,0,11,*,*,CUSTOMER BUY,FHLMC,AGENCY CMO IO/PO,03/14/2019
NUMBER OF TRADES,*,7,0,0,CUSTOMER SELL,FHLMC,AGENCY CMO IO/PO,03/14/2019
NUMBER OF TRADES,*,5,0,*,DEALER TO DEALER,FHLMC,AGENCY CMO IO/PO,03/14/2019
NUMBER OF TRADES,*,18,0,*,<= $1MM,FHLMC,AGENCY CMO IO/PO,03/14/2019
NUMBER OF TRADES,*,*,*,0,<= $10MM,FHLMC,AGENCY CMO IO/PO,03/14/2019
NUMBER OF TRADES,0,*,0,*,<= $100MM,FHLMC,AGENCY CMO IO/PO,03/14/2019
NUMBER OF TRADES,0,0,0,0,> $100MM,FHLMC,AGENCY CMO IO/PO,03/14/2019
AVERAGE PRICE,31.2,*,16.6,10.4,TOTAL,GNMA,AGENCY CMO IO/PO,03/14/2019
WEIGHTED AVG. PRICE,17.8,*,16.9,16.5,TOTAL,GNMA,AGENCY CMO IO/PO,03/14/2019
AVG. PRICE BOTTOM 5 TRADES,13.7,*,16.6,4.2,TOTAL,GNMA,AGENCY CMO IO/PO,03/14/2019
2ND QUARTILE PRICE,15.1,*,*,4.4,TOTAL,GNMA,AGENCY CMO IO/PO,03/14/2019
3RD QUARTILE PRICE,17.5,*,*,15.8,TOTAL,GNMA,AGENCY CMO IO/PO,03/14/2019
4TH QUARTILE PRICE,96.2,*,*,17.8,TOTAL,GNMA,AGENCY CMO IO/PO,03/14/2019
AVG. PRICE TOP 5 TRADES,49.1,*,16.6,17.6,TOTAL,GNMA,AGENCY CMO IO/PO,03/14/2019
STANDARD DEVIATION,34.9,*,1.3,6.5,TOTAL,GNMA,AGENCY CMO IO/PO,03/14/2019
VOLUME OF TRADES (000'S),4514.8,*,127749,301779.3,TOTAL,GNMA,AGENCY CMO IO/PO,03/14/2019
VOLUME OF TRADES (000'S),2118.8,*,*,*,CUSTOMER BUY,GNMA,AGENCY CMO IO/PO,03/14/2019
VOLUME OF TRADES (000'S),*,*,*,*,CUSTOMER SELL,GNMA,AGENCY CMO IO/PO,03/14/2019
VOLUME OF TRADES (000'S),*,0,0,45416.7,DEALER TO DEALER,GNMA,AGENCY CMO IO/PO,03/14/2019
VOLUME OF TRADES (000'S),800.9,*,0,0,<= $1MM,GNMA,AGENCY CMO IO/PO,03/14/2019
VOLUME OF TRADES (000'S),*,0,*,24488,<= $10MM,GNMA,AGENCY CMO IO/PO,03/14/2019
VOLUME OF TRADES (000'S),0,0,*,*,<= $100MM,GNMA,AGENCY CMO IO/PO,03/14/2019
VOLUME OF TRADES (000'S),0,0,0,*,> $100MM,GNMA,AGENCY CMO IO/PO,03/14/2019
NUMBER OF TRADES,10,*,5,14,TOTAL,GNMA,AGENCY CMO IO/PO,03/14/2019
NUMBER OF TRADES,5,*,*,*,CUSTOMER BUY,GNMA,AGENCY CMO IO/PO,03/14/2019
NUMBER OF TRADES,*,*,*,*,CUSTOMER SELL,GNMA,AGENCY CMO IO/PO,03/14/2019
NUMBER OF TRADES,*,0,0,7,DEALER TO DEALER,GNMA,AGENCY CMO IO/PO,03/14/2019
NUMBER OF TRADES,8,*,0,0,<= $1MM,GNMA,AGENCY CMO IO/PO,03/14/2019
NUMBER OF TRADES,*,0,*,9,<= $10MM,GNMA,AGENCY CMO IO/PO,03/14/2019
NUMBER OF TRADES,0,0,*,*,<= $100MM,GNMA,AGENCY CMO IO/PO,03/14/2019
NUMBER OF TRADES,0,0,0,*,> $100MM,GNMA,AGENCY CMO IO/PO,03/14/2019
AVERAGE PRICE,102.4,97,93.1,100.3,TOTAL,FNMA,AGENCY CMO P&I,03/15/2019
WEIGHTED AVG. PRICE,104.2,101.1,95.1,99.9,TOTAL,FNMA,AGENCY CMO P&I,03/15/2019
AVG. PRICE BOTTOM 5 TRADES,95.3,86.7,87.6,97,TOTAL,FNMA,AGENCY CMO P&I,03/15/2019
2ND QUARTILE PRICE,99.3,92.7,95.1,99,TOTAL,FNMA,AGENCY CMO P&I,03/15/2019
3RD QUARTILE PRICE,102.7,98.1,96.3,99.8,TOTAL,FNMA,AGENCY CMO P&I,03/15/2019
4TH QUARTILE PRICE,106,100,96.8,100.9,TOTAL,FNMA,AGENCY CMO P&I,03/15/2019
AVG. PRICE TOP 5 TRADES,112.6,109.2,97.2,106.8,TOTAL,FNMA,AGENCY CMO P&I,03/15/2019
STANDARD DEVIATION,5.2,5.5,6.7,3.5,TOTAL,FNMA,AGENCY CMO P&I,03/15/2019
VOLUME OF TRADES (000'S),7953.2,63498.8,882.9,330550.8,TOTAL,FNMA,AGENCY CMO P&I,03/15/2019
VOLUME OF TRADES (000'S),7381.8,24983.4,*,286435,CUSTOMER BUY,FNMA,AGENCY CMO P&I,03/15/2019
VOLUME OF TRADES (000'S),552.6,15879.2,*,*,CUSTOMER SELL,FNMA,AGENCY CMO P&I,03/15/2019
VOLUME OF TRADES (000'S),18.8,22636.2,*,41413.5,DEALER TO DEALER,FNMA,AGENCY CMO P&I,03/15/2019
VOLUME OF TRADES (000'S),2721.5,2982.9,882.9,954.5,<= $1MM,FNMA,AGENCY CMO P&I,03/15/2019
VOLUME OF TRADES (000'S),*,20025.7,0,43157.6,<= $10MM,FNMA,AGENCY CMO P&I,03/15/2019
VOLUME OF TRADES (000'S),0,*,0,286438.7,<= $100MM,FNMA,AGENCY CMO P&I,03/15/2019
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FNMA,AGENCY CMO P&I,03/15/2019
NUMBER OF TRADES,57,83,12,36,TOTAL,FNMA,AGENCY CMO P&I,03/15/2019
NUMBER OF TRADES,25,39,*,25,CUSTOMER BUY,FNMA,AGENCY CMO P&I,03/15/2019
NUMBER OF TRADES,24,15,*,*,CUSTOMER SELL,FNMA,AGENCY CMO P&I,03/15/2019
NUMBER OF TRADES,8,29,*,9,DEALER TO DEALER,FNMA,AGENCY CMO P&I,03/15/2019
NUMBER OF TRADES,55,73,12,15,<= $1MM,FNMA,AGENCY CMO P&I,03/15/2019
NUMBER OF TRADES,*,7,0,15,<= $10MM,FNMA,AGENCY CMO P&I,03/15/2019
NUMBER OF TRADES,0,*,0,6,<= $100MM,FNMA,AGENCY CMO P&I,03/15/2019
NUMBER OF TRADES,0,0,0,0,> $100MM,FNMA,AGENCY CMO P&I,03/15/2019
AVERAGE PRICE,102.4,96.9,96.2,100.9,TOTAL,FHLMC,AGENCY CMO P&I,03/15/2019
WEIGHTED AVG. PRICE,101.7,103,99,102,TOTAL,FHLMC,AGENCY CMO P&I,03/15/2019
AVG. PRICE BOTTOM 5 TRADES,94.6,85.4,95.1,95.2,TOTAL,FHLMC,AGENCY CMO P&I,03/15/2019
2ND QUARTILE PRICE,100,92.8,96,100.5,TOTAL,FHLMC,AGENCY CMO P&I,03/15/2019
3RD QUARTILE PRICE,102.3,98.8,98.2,101.9,TOTAL,FHLMC,AGENCY CMO P&I,03/15/2019
4TH QUARTILE PRICE,106,100.5,98.7,103,TOTAL,FHLMC,AGENCY CMO P&I,03/15/2019
AVG. PRICE TOP 5 TRADES,109,105.6,97.9,103.9,TOTAL,FHLMC,AGENCY CMO P&I,03/15/2019
STANDARD DEVIATION,3.9,5.5,4.1,3.1,TOTAL,FHLMC,AGENCY CMO P&I,03/15/2019
VOLUME OF TRADES (000'S),2200.6,213103.4,10219.9,155886.6,TOTAL,FHLMC,AGENCY CMO P&I,03/15/2019
VOLUME OF TRADES (000'S),936.4,4838.3,*,54788.9,CUSTOMER BUY,FHLMC,AGENCY CMO P&I,03/15/2019
VOLUME OF TRADES (000'S),1115.4,207020.2,*,62206.3,CUSTOMER SELL,FHLMC,AGENCY CMO P&I,03/15/2019
VOLUME OF TRADES (000'S),148.8,1245,*,38891.4,DEALER TO DEALER,FHLMC,AGENCY CMO P&I,03/15/2019
VOLUME OF TRADES (000'S),2200.6,6138.3,642.6,8147.4,<= $1MM,FHLMC,AGENCY CMO P&I,03/15/2019
VOLUME OF TRADES (000'S),0,*,*,47565.8,<= $10MM,FHLMC,AGENCY CMO P&I,03/15/2019
VOLUME OF TRADES (000'S),0,*,0,100173.4,<= $100MM,FHLMC,AGENCY CMO P&I,03/15/2019
VOLUME OF TRADES (000'S),0,*,0,0,> $100MM,FHLMC,AGENCY CMO P&I,03/15/2019
NUMBER OF TRADES,97,65,8,29,TOTAL,FHLMC,AGENCY CMO P&I,03/15/2019
NUMBER OF TRADES,29,23,*,12,CUSTOMER BUY,FHLMC,AGENCY CMO P&I,03/15/2019
NUMBER OF TRADES,41,21,*,7,CUSTOMER SELL,FHLMC,AGENCY CMO P&I,03/15/2019
NUMBER OF TRADES,27,21,*,10,DEALER TO DEALER,FHLMC,AGENCY CMO P&I,03/15/2019
NUMBER OF TRADES,97,62,5,15,<= $1MM,FHLMC,AGENCY CMO P&I,03/15/2019
NUMBER OF TRADES,0,*,*,9,<= $10MM,FHLMC,AGENCY CMO P&I,03/15/2019
NUMBER OF TRADES,0,*,0,5,<= $100MM,FHLMC,AGENCY CMO P&I,03/15/2019
NUMBER OF TRADES,0,*,0,0,> $100MM,FHLMC,AGENCY CMO P&I,03/15/2019
AVERAGE PRICE,104.4,95,89.3,98.2,TOTAL,GNMA,AGENCY CMO P&I,03/15/2019
WEIGHTED AVG. PRICE,107.6,97.4,99.1,99.9,TOTAL,GNMA,AGENCY CMO P&I,03/15/2019
AVG. PRICE BOTTOM 5 TRADES,96.9,76,81.9,91.7,TOTAL,GNMA,AGENCY CMO P&I,03/15/2019
2ND QUARTILE PRICE,102,90.7,85.5,97,TOTAL,GNMA,AGENCY CMO P&I,03/15/2019
3RD QUARTILE PRICE,105.3,98.3,89.2,99,TOTAL,GNMA,AGENCY CMO P&I,03/15/2019
4TH QUARTILE PRICE,106.9,100.4,95.7,100,TOTAL,GNMA,AGENCY CMO P&I,03/15/2019
AVG. PRICE TOP 5 TRADES,111.7,104.8,96.3,103.4,TOTAL,GNMA,AGENCY CMO P&I,03/15/2019
STANDARD DEVIATION,4,8.7,7,3.1,TOTAL,GNMA,AGENCY CMO P&I,03/15/2019
VOLUME OF TRADES (000'S),11228.7,3850.2,8749.5,463042.6,TOTAL,GNMA,AGENCY CMO P&I,03/15/2019
VOLUME OF TRADES (000'S),5551.2,2851.1,43,81046.7,CUSTOMER BUY,GNMA,AGENCY CMO P&I,03/15/2019
VOLUME OF TRADES (000'S),605.4,141.4,8550.1,328151.5,CUSTOMER SELL,GNMA,AGENCY CMO P&I,03/15/2019
VOLUME OF TRADES (000'S),5072.2,857.6,156.4,53844.4,DEALER TO DEALER,GNMA,AGENCY CMO P&I,03/15/2019
VOLUME OF TRADES (000'S),1792.3,2618,280.2,4950.2,<= $1MM,GNMA,AGENCY CMO P&I,03/15/2019
VOLUME OF TRADES (000'S),*,*,*,34881.9,<= $10MM,GNMA,AGENCY CMO P&I,03/15/2019
VOLUME OF TRADES (000'S),0,0,0,*,<= $100MM,GNMA,AGENCY CMO P&I,03/15/2019
VOLUME OF TRADES (000'S),0,0,0,*,> $100MM,GNMA,AGENCY CMO P&I,03/15/2019
NUMBER OF TRADES,85,62,20,67,TOTAL,GNMA,AGENCY CMO P&I,03/15/2019
NUMBER OF TRADES,16,31,6,33,CUSTOMER BUY,GNMA,AGENCY CMO P&I,03/15/2019
NUMBER OF TRADES,37,8,7,13,CUSTOMER SELL,GNMA,AGENCY CMO P&I,03/15/2019
NUMBER OF TRADES,32,23,7,21,DEALER TO DEALER,GNMA,AGENCY CMO P&I,03/15/2019
NUMBER OF TRADES,83,61,19,54,<= $1MM,GNMA,AGENCY CMO P&I,03/15/2019
NUMBER OF TRADES,*,*,*,7,<= $10MM,GNMA,AGENCY CMO P&I,03/15/2019
NUMBER OF TRADES,0,0,0,*,<= $100MM,GNMA,AGENCY CMO P&I,03/15/2019
NUMBER OF TRADES,0,0,0,*,> $100MM,GNMA,AGENCY CMO P&I,03/15/2019
AVERAGE PRICE,49.6,31.1,6.1,*,TOTAL,FNMA,AGENCY CMO IO/PO,03/15/2019
WEIGHTED AVG. PRICE,18.1,15.6,12.4,*,TOTAL,FNMA,AGENCY CMO IO/PO,03/15/2019
AVG. PRICE BOTTOM 5 TRADES,12.2,12.6,6.1,*,TOTAL,FNMA,AGENCY CMO IO/PO,03/15/2019
2ND QUARTILE PRICE,14,9.5,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,03/15/2019
3RD QUARTILE PRICE,82,18.2,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,03/15/2019
4TH QUARTILE PRICE,83.8,78.1,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,03/15/2019
AVG. PRICE TOP 5 TRADES,85.4,40.2,6.1,*,TOTAL,FNMA,AGENCY CMO IO/PO,03/15/2019
STANDARD DEVIATION,35.2,32,6.5,*,TOTAL,FNMA,AGENCY CMO IO/PO,03/15/2019
VOLUME OF TRADES (000'S),4889.8,26011.6,48127.6,*,TOTAL,FNMA,AGENCY CMO IO/PO,03/15/2019
VOLUME OF TRADES (000'S),2117.4,*,*,0,CUSTOMER BUY,FNMA,AGENCY CMO IO/PO,03/15/2019
VOLUME OF TRADES (000'S),2568.3,*,*,*,CUSTOMER SELL,FNMA,AGENCY CMO IO/PO,03/15/2019
VOLUME OF TRADES (000'S),204.1,*,*,0,DEALER TO DEALER,FNMA,AGENCY CMO IO/PO,03/15/2019
VOLUME OF TRADES (000'S),1503.4,*,*,0,<= $1MM,FNMA,AGENCY CMO IO/PO,03/15/2019
VOLUME OF TRADES (000'S),*,*,*,*,<= $10MM,FNMA,AGENCY CMO IO/PO,03/15/2019
VOLUME OF TRADES (000'S),0,0,*,*,<= $100MM,FNMA,AGENCY CMO IO/PO,03/15/2019
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FNMA,AGENCY CMO IO/PO,03/15/2019
NUMBER OF TRADES,28,7,5,*,TOTAL,FNMA,AGENCY CMO IO/PO,03/15/2019
NUMBER OF TRADES,8,*,*,0,CUSTOMER BUY,FNMA,AGENCY CMO IO/PO,03/15/2019
NUMBER OF TRADES,15,*,*,*,CUSTOMER SELL,FNMA,AGENCY CMO IO/PO,03/15/2019
NUMBER OF TRADES,5,*,*,0,DEALER TO DEALER,FNMA,AGENCY CMO IO/PO,03/15/2019
NUMBER OF TRADES,26,*,*,0,<= $1MM,FNMA,AGENCY CMO IO/PO,03/15/2019
NUMBER OF TRADES,*,*,*,*,<= $10MM,FNMA,AGENCY CMO IO/PO,03/15/2019
NUMBER OF TRADES,0,0,*,*,<= $100MM,FNMA,AGENCY CMO IO/PO,03/15/2019
NUMBER OF TRADES,0,0,0,0,> $100MM,FNMA,AGENCY CMO IO/PO,03/15/2019
AVERAGE PRICE,*,15,0,*,TOTAL,FHLMC,AGENCY CMO IO/PO,03/15/2019
WEIGHTED AVG. PRICE,*,15.1,0,*,TOTAL,FHLMC,AGENCY CMO IO/PO,03/15/2019
AVG. PRICE BOTTOM 5 TRADES,*,5.6,0,*,TOTAL,FHLMC,AGENCY CMO IO/PO,03/15/2019
2ND QUARTILE PRICE,*,6.6,0,*,TOTAL,FHLMC,AGENCY CMO IO/PO,03/15/2019
3RD QUARTILE PRICE,*,7.4,0,*,TOTAL,FHLMC,AGENCY CMO IO/PO,03/15/2019
4TH QUARTILE PRICE,*,17.9,0,*,TOTAL,FHLMC,AGENCY CMO IO/PO,03/15/2019
AVG. PRICE TOP 5 TRADES,*,22.1,0,*,TOTAL,FHLMC,AGENCY CMO IO/PO,03/15/2019
STANDARD DEVIATION,*,22,0,*,TOTAL,FHLMC,AGENCY CMO IO/PO,03/15/2019
VOLUME OF TRADES (000'S),*,68568.6,0,*,TOTAL,FHLMC,AGENCY CMO IO/PO,03/15/2019
VOLUME OF TRADES (000'S),0,*,0,0,CUSTOMER BUY,FHLMC,AGENCY CMO IO/PO,03/15/2019
VOLUME OF TRADES (000'S),*,*,0,*,CUSTOMER SELL,FHLMC,AGENCY CMO IO/PO,03/15/2019
VOLUME OF TRADES (000'S),*,*,0,*,DEALER TO DEALER,FHLMC,AGENCY CMO IO/PO,03/15/2019
VOLUME OF TRADES (000'S),*,914.4,0,*,<= $1MM,FHLMC,AGENCY CMO IO/PO,03/15/2019
VOLUME OF TRADES (000'S),0,*,0,0,<= $10MM,FHLMC,AGENCY CMO IO/PO,03/15/2019
VOLUME OF TRADES (000'S),0,*,0,*,<= $100MM,FHLMC,AGENCY CMO IO/PO,03/15/2019
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FHLMC,AGENCY CMO IO/PO,03/15/2019
NUMBER OF TRADES,*,10,0,*,TOTAL,FHLMC,AGENCY CMO IO/PO,03/15/2019
NUMBER OF TRADES,0,*,0,0,CUSTOMER BUY,FHLMC,AGENCY CMO IO/PO,03/15/2019
NUMBER OF TRADES,*,*,0,*,CUSTOMER SELL,FHLMC,AGENCY CMO IO/PO,03/15/2019
NUMBER OF TRADES,*,*,0,*,DEALER TO DEALER,FHLMC,AGENCY CMO IO/PO,03/15/2019
NUMBER OF TRADES,*,6,0,*,<= $1MM,FHLMC,AGENCY CMO IO/PO,03/15/2019
NUMBER OF TRADES,0,*,0,0,<= $10MM,FHLMC,AGENCY CMO IO/PO,03/15/2019
NUMBER OF TRADES,0,*,0,*,<= $100MM,FHLMC,AGENCY CMO IO/PO,03/15/2019
NUMBER OF TRADES,0,0,0,0,> $100MM,FHLMC,AGENCY CMO IO/PO,03/15/2019
AVERAGE PRICE,62.4,9.6,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,03/15/2019
WEIGHTED AVG. PRICE,75.8,9.3,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,03/15/2019
AVG. PRICE BOTTOM 5 TRADES,13,6.2,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,03/15/2019
2ND QUARTILE PRICE,17.1,10,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,03/15/2019
3RD QUARTILE PRICE,88.9,11.9,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,03/15/2019
4TH QUARTILE PRICE,93.5,12.2,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,03/15/2019
AVG. PRICE TOP 5 TRADES,93.3,12.2,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,03/15/2019
STANDARD DEVIATION,37.9,3.8,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,03/15/2019
VOLUME OF TRADES (000'S),1707.6,18544.7,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,03/15/2019
VOLUME OF TRADES (000'S),670.7,*,*,*,CUSTOMER BUY,GNMA,AGENCY CMO IO/PO,03/15/2019
VOLUME OF TRADES (000'S),820.9,*,0,*,CUSTOMER SELL,GNMA,AGENCY CMO IO/PO,03/15/2019
VOLUME OF TRADES (000'S),216,1535.6,*,0,DEALER TO DEALER,GNMA,AGENCY CMO IO/PO,03/15/2019
VOLUME OF TRADES (000'S),1707.6,2474.9,0,0,<= $1MM,GNMA,AGENCY CMO IO/PO,03/15/2019
VOLUME OF TRADES (000'S),0,*,*,0,<= $10MM,GNMA,AGENCY CMO IO/PO,03/15/2019
VOLUME OF TRADES (000'S),0,0,0,*,<= $100MM,GNMA,AGENCY CMO IO/PO,03/15/2019
VOLUME OF TRADES (000'S),0,0,0,*,> $100MM,GNMA,AGENCY CMO IO/PO,03/15/2019
NUMBER OF TRADES,22,14,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,03/15/2019
