Measure,PRE-2009,2009-2013,2014-2016,POST-2016,Measure2,Agency,MortgageType,Date
VOLUME OF TRADES (000'S),1988.6,4840.6,2561.3,207133.5,TOTAL,GNMA,AGENCY CMO P&I,20190329
VOLUME OF TRADES (000'S),873,1752.1,1097.2,153895.7,CUSTOMER BUY,GNMA,AGENCY CMO P&I,20190329
VOLUME OF TRADES (000'S),275.7,1190.9,149.5,296.6,CUSTOMER SELL,GNMA,AGENCY CMO P&I,20190329
VOLUME OF TRADES (000'S),839.9,1897.7,1314.6,52941.2,DEALER TO DEALER,GNMA,AGENCY CMO P&I,20190329
VOLUME OF TRADES (000'S),1988.6,2591.7,2561.3,5423.6,<= $1MM,GNMA,AGENCY CMO P&I,20190329
VOLUME OF TRADES (000'S),0,*,0,59196.5,<= $10MM,GNMA,AGENCY CMO P&I,20190329
VOLUME OF TRADES (000'S),0,0,0,142513.4,<= $100MM,GNMA,AGENCY CMO P&I,20190329
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,GNMA,AGENCY CMO P&I,20190329
NUMBER OF TRADES,71,70,35,95,TOTAL,GNMA,AGENCY CMO P&I,20190329
NUMBER OF TRADES,26,19,9,60,CUSTOMER BUY,GNMA,AGENCY CMO P&I,20190329
NUMBER OF TRADES,20,18,9,9,CUSTOMER SELL,GNMA,AGENCY CMO P&I,20190329
NUMBER OF TRADES,25,33,17,26,DEALER TO DEALER,GNMA,AGENCY CMO P&I,20190329
NUMBER OF TRADES,71,68,35,77,<= $1MM,GNMA,AGENCY CMO P&I,20190329
NUMBER OF TRADES,0,*,0,13,<= $10MM,GNMA,AGENCY CMO P&I,20190329
NUMBER OF TRADES,0,0,0,5,<= $100MM,GNMA,AGENCY CMO P&I,20190329
NUMBER OF TRADES,0,0,0,0,> $100MM,GNMA,AGENCY CMO P&I,20190329
AVERAGE PRICE,*,33.5,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,20190329
WEIGHTED AVG. PRICE,*,20.9,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,20190329
AVG. PRICE BOTTOM 5 TRADES,*,13.5,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,20190329
2ND QUARTILE PRICE,*,13.6,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,20190329
3RD QUARTILE PRICE,*,21,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,20190329
4TH QUARTILE PRICE,*,78,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,20190329
AVG. PRICE TOP 5 TRADES,*,55.9,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,20190329
STANDARD DEVIATION,*,29.3,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,20190329
VOLUME OF TRADES (000'S),*,62317.3,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,20190329
VOLUME OF TRADES (000'S),*,44655.5,*,*,CUSTOMER BUY,FNMA,AGENCY CMO IO/PO,20190329
VOLUME OF TRADES (000'S),*,*,*,0,CUSTOMER SELL,FNMA,AGENCY CMO IO/PO,20190329
VOLUME OF TRADES (000'S),0,0,0,0,DEALER TO DEALER,FNMA,AGENCY CMO IO/PO,20190329
VOLUME OF TRADES (000'S),*,1864.4,*,0,<= $1MM,FNMA,AGENCY CMO IO/PO,20190329
VOLUME OF TRADES (000'S),0,*,0,0,<= $10MM,FNMA,AGENCY CMO IO/PO,20190329
VOLUME OF TRADES (000'S),0,*,*,*,<= $100MM,FNMA,AGENCY CMO IO/PO,20190329
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FNMA,AGENCY CMO IO/PO,20190329
NUMBER OF TRADES,*,11,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,20190329
NUMBER OF TRADES,*,7,*,*,CUSTOMER BUY,FNMA,AGENCY CMO IO/PO,20190329
NUMBER OF TRADES,*,*,*,0,CUSTOMER SELL,FNMA,AGENCY CMO IO/PO,20190329
NUMBER OF TRADES,0,0,0,0,DEALER TO DEALER,FNMA,AGENCY CMO IO/PO,20190329
NUMBER OF TRADES,*,7,*,0,<= $1MM,FNMA,AGENCY CMO IO/PO,20190329
NUMBER OF TRADES,0,*,0,0,<= $10MM,FNMA,AGENCY CMO IO/PO,20190329
NUMBER OF TRADES,0,*,*,*,<= $100MM,FNMA,AGENCY CMO IO/PO,20190329
NUMBER OF TRADES,0,0,0,0,> $100MM,FNMA,AGENCY CMO IO/PO,20190329
AVERAGE PRICE,37.5,19.1,0,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190329
WEIGHTED AVG. PRICE,21.8,16.7,0,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190329
AVG. PRICE BOTTOM 5 TRADES,16.3,10.1,0,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190329
2ND QUARTILE PRICE,17.8,10.7,0,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190329
3RD QUARTILE PRICE,22.4,16.1,0,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190329
4TH QUARTILE PRICE,84,17.4,0,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190329
AVG. PRICE TOP 5 TRADES,58.8,29.9,0,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190329
STANDARD DEVIATION,31.6,21.4,0,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190329
VOLUME OF TRADES (000'S),25809.2,14498.4,0,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190329
VOLUME OF TRADES (000'S),11566,3147.8,0,*,CUSTOMER BUY,FHLMC,AGENCY CMO IO/PO,20190329
VOLUME OF TRADES (000'S),*,*,0,*,CUSTOMER SELL,FHLMC,AGENCY CMO IO/PO,20190329
VOLUME OF TRADES (000'S),*,*,0,0,DEALER TO DEALER,FHLMC,AGENCY CMO IO/PO,20190329
VOLUME OF TRADES (000'S),922.3,2209.8,0,0,<= $1MM,FHLMC,AGENCY CMO IO/PO,20190329
VOLUME OF TRADES (000'S),*,*,0,*,<= $10MM,FHLMC,AGENCY CMO IO/PO,20190329
VOLUME OF TRADES (000'S),*,0,0,*,<= $100MM,FHLMC,AGENCY CMO IO/PO,20190329
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FHLMC,AGENCY CMO IO/PO,20190329
NUMBER OF TRADES,10,11,0,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190329
NUMBER OF TRADES,5,6,0,*,CUSTOMER BUY,FHLMC,AGENCY CMO IO/PO,20190329
NUMBER OF TRADES,*,*,0,*,CUSTOMER SELL,FHLMC,AGENCY CMO IO/PO,20190329
NUMBER OF TRADES,*,*,0,0,DEALER TO DEALER,FHLMC,AGENCY CMO IO/PO,20190329
NUMBER OF TRADES,7,8,0,0,<= $1MM,FHLMC,AGENCY CMO IO/PO,20190329
NUMBER OF TRADES,*,*,0,*,<= $10MM,FHLMC,AGENCY CMO IO/PO,20190329
NUMBER OF TRADES,*,0,0,*,<= $100MM,FHLMC,AGENCY CMO IO/PO,20190329
NUMBER OF TRADES,0,0,0,0,> $100MM,FHLMC,AGENCY CMO IO/PO,20190329
AVERAGE PRICE,*,*,12,11.1,TOTAL,GNMA,AGENCY CMO IO/PO,20190329
WEIGHTED AVG. PRICE,*,*,11.4,4.4,TOTAL,GNMA,AGENCY CMO IO/PO,20190329
AVG. PRICE BOTTOM 5 TRADES,*,*,12,11.1,TOTAL,GNMA,AGENCY CMO IO/PO,20190329
2ND QUARTILE PRICE,*,*,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190329
3RD QUARTILE PRICE,*,*,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190329
4TH QUARTILE PRICE,*,*,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190329
AVG. PRICE TOP 5 TRADES,*,*,12,11.1,TOTAL,GNMA,AGENCY CMO IO/PO,20190329
STANDARD DEVIATION,*,*,2.7,4.8,TOTAL,GNMA,AGENCY CMO IO/PO,20190329
VOLUME OF TRADES (000'S),*,*,1940.3,74645.9,TOTAL,GNMA,AGENCY CMO IO/PO,20190329
VOLUME OF TRADES (000'S),*,*,1940.3,3508,CUSTOMER BUY,GNMA,AGENCY CMO IO/PO,20190329
VOLUME OF TRADES (000'S),*,0,0,*,CUSTOMER SELL,GNMA,AGENCY CMO IO/PO,20190329
VOLUME OF TRADES (000'S),0,0,0,*,DEALER TO DEALER,GNMA,AGENCY CMO IO/PO,20190329
VOLUME OF TRADES (000'S),*,*,1940.3,3508,<= $1MM,GNMA,AGENCY CMO IO/PO,20190329
VOLUME OF TRADES (000'S),0,0,0,*,<= $10MM,GNMA,AGENCY CMO IO/PO,20190329
VOLUME OF TRADES (000'S),0,0,0,57921.3,<= $100MM,GNMA,AGENCY CMO IO/PO,20190329
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,GNMA,AGENCY CMO IO/PO,20190329
NUMBER OF TRADES,*,*,6,26,TOTAL,GNMA,AGENCY CMO IO/PO,20190329
NUMBER OF TRADES,*,*,6,18,CUSTOMER BUY,GNMA,AGENCY CMO IO/PO,20190329
NUMBER OF TRADES,*,0,0,*,CUSTOMER SELL,GNMA,AGENCY CMO IO/PO,20190329
NUMBER OF TRADES,0,0,0,*,DEALER TO DEALER,GNMA,AGENCY CMO IO/PO,20190329
NUMBER OF TRADES,*,*,6,18,<= $1MM,GNMA,AGENCY CMO IO/PO,20190329
NUMBER OF TRADES,0,0,0,*,<= $10MM,GNMA,AGENCY CMO IO/PO,20190329
NUMBER OF TRADES,0,0,0,5,<= $100MM,GNMA,AGENCY CMO IO/PO,20190329
NUMBER OF TRADES,0,0,0,0,> $100MM,GNMA,AGENCY CMO IO/PO,20190329
AVERAGE PRICE,101.1,97.3,88.8,100.1,TOTAL,FNMA,AGENCY CMO P&I,20190401
WEIGHTED AVG. PRICE,104.2,97.5,99.6,100.4,TOTAL,FNMA,AGENCY CMO P&I,20190401
AVG. PRICE BOTTOM 5 TRADES,94.7,80.2,83.7,96.4,TOTAL,FNMA,AGENCY CMO P&I,20190401
2ND QUARTILE PRICE,98.5,95.6,84.2,99.5,TOTAL,FNMA,AGENCY CMO P&I,20190401
3RD QUARTILE PRICE,100.2,98.3,92,100,TOTAL,FNMA,AGENCY CMO P&I,20190401
4TH QUARTILE PRICE,103.4,101.9,95,101.7,TOTAL,FNMA,AGENCY CMO P&I,20190401
AVG. PRICE TOP 5 TRADES,110.4,107.1,95.5,102.4,TOTAL,FNMA,AGENCY CMO P&I,20190401
STANDARD DEVIATION,4.1,7,6.6,1.7,TOTAL,FNMA,AGENCY CMO P&I,20190401
VOLUME OF TRADES (000'S),14289.9,26175.5,9960,21549.8,TOTAL,FNMA,AGENCY CMO P&I,20190401
VOLUME OF TRADES (000'S),6174.2,12327.3,9684.1,12081.1,CUSTOMER BUY,FNMA,AGENCY CMO P&I,20190401
VOLUME OF TRADES (000'S),7719.3,3211.9,*,4184.8,CUSTOMER SELL,FNMA,AGENCY CMO P&I,20190401
VOLUME OF TRADES (000'S),396.5,10636.4,208,5283.9,DEALER TO DEALER,FNMA,AGENCY CMO P&I,20190401
VOLUME OF TRADES (000'S),2576.8,4504.7,583.4,4810.1,<= $1MM,FNMA,AGENCY CMO P&I,20190401
VOLUME OF TRADES (000'S),*,21670.8,*,16739.7,<= $10MM,FNMA,AGENCY CMO P&I,20190401
VOLUME OF TRADES (000'S),0,0,0,0,<= $100MM,FNMA,AGENCY CMO P&I,20190401
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FNMA,AGENCY CMO P&I,20190401
NUMBER OF TRADES,94,71,14,47,TOTAL,FNMA,AGENCY CMO P&I,20190401
NUMBER OF TRADES,22,24,6,30,CUSTOMER BUY,FNMA,AGENCY CMO P&I,20190401
NUMBER OF TRADES,45,24,*,6,CUSTOMER SELL,FNMA,AGENCY CMO P&I,20190401
NUMBER OF TRADES,27,23,6,11,DEALER TO DEALER,FNMA,AGENCY CMO P&I,20190401
NUMBER OF TRADES,92,64,13,41,<= $1MM,FNMA,AGENCY CMO P&I,20190401
NUMBER OF TRADES,*,7,*,6,<= $10MM,FNMA,AGENCY CMO P&I,20190401
NUMBER OF TRADES,0,0,0,0,<= $100MM,FNMA,AGENCY CMO P&I,20190401
NUMBER OF TRADES,0,0,0,0,> $100MM,FNMA,AGENCY CMO P&I,20190401
AVERAGE PRICE,100.5,97,95.2,101.2,TOTAL,FHLMC,AGENCY CMO P&I,20190401
WEIGHTED AVG. PRICE,102.9,102.3,98,102,TOTAL,FHLMC,AGENCY CMO P&I,20190401
AVG. PRICE BOTTOM 5 TRADES,87.6,87.2,89.8,95.4,TOTAL,FHLMC,AGENCY CMO P&I,20190401
2ND QUARTILE PRICE,97.7,94.2,92,100.9,TOTAL,FHLMC,AGENCY CMO P&I,20190401
3RD QUARTILE PRICE,100.5,98,96.8,101.6,TOTAL,FHLMC,AGENCY CMO P&I,20190401
4TH QUARTILE PRICE,106,100.4,98.6,102.7,TOTAL,FHLMC,AGENCY CMO P&I,20190401
AVG. PRICE TOP 5 TRADES,111.7,107.3,99.5,104.5,TOTAL,FHLMC,AGENCY CMO P&I,20190401
STANDARD DEVIATION,11,5.5,4,3.1,TOTAL,FHLMC,AGENCY CMO P&I,20190401
VOLUME OF TRADES (000'S),3642.3,79165.1,23309.6,66016.8,TOTAL,FHLMC,AGENCY CMO P&I,20190401
VOLUME OF TRADES (000'S),1132.4,74512.5,9673.1,35672,CUSTOMER BUY,FHLMC,AGENCY CMO P&I,20190401
VOLUME OF TRADES (000'S),1450.7,172.1,552.7,*,CUSTOMER SELL,FHLMC,AGENCY CMO P&I,20190401
VOLUME OF TRADES (000'S),1059.2,4480.5,13083.8,22915.2,DEALER TO DEALER,FHLMC,AGENCY CMO P&I,20190401
VOLUME OF TRADES (000'S),3642.3,1550.6,832.7,9308.9,<= $1MM,FHLMC,AGENCY CMO P&I,20190401
VOLUME OF TRADES (000'S),0,*,22476.9,56708,<= $10MM,FHLMC,AGENCY CMO P&I,20190401
VOLUME OF TRADES (000'S),0,*,0,0,<= $100MM,FHLMC,AGENCY CMO P&I,20190401
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FHLMC,AGENCY CMO P&I,20190401
NUMBER OF TRADES,117,71,24,35,TOTAL,FHLMC,AGENCY CMO P&I,20190401
NUMBER OF TRADES,26,25,10,17,CUSTOMER BUY,FHLMC,AGENCY CMO P&I,20190401
NUMBER OF TRADES,52,18,5,*,CUSTOMER SELL,FHLMC,AGENCY CMO P&I,20190401
NUMBER OF TRADES,39,28,9,14,DEALER TO DEALER,FHLMC,AGENCY CMO P&I,20190401
NUMBER OF TRADES,117,65,17,15,<= $1MM,FHLMC,AGENCY CMO P&I,20190401
NUMBER OF TRADES,0,*,7,20,<= $10MM,FHLMC,AGENCY CMO P&I,20190401
NUMBER OF TRADES,0,*,0,0,<= $100MM,FHLMC,AGENCY CMO P&I,20190401
NUMBER OF TRADES,0,0,0,0,> $100MM,FHLMC,AGENCY CMO P&I,20190401
AVERAGE PRICE,104.2,94.1,93.1,98.7,TOTAL,GNMA,AGENCY CMO P&I,20190401
WEIGHTED AVG. PRICE,103.3,98.8,95.5,101,TOTAL,GNMA,AGENCY CMO P&I,20190401
AVG. PRICE BOTTOM 5 TRADES,95.9,77.6,79.7,89.3,TOTAL,GNMA,AGENCY CMO P&I,20190401
2ND QUARTILE PRICE,101.2,85.9,91.3,97.4,TOTAL,GNMA,AGENCY CMO P&I,20190401
3RD QUARTILE PRICE,104.3,96,95,99.8,TOTAL,GNMA,AGENCY CMO P&I,20190401
4TH QUARTILE PRICE,106.5,101.4,96.9,100,TOTAL,GNMA,AGENCY CMO P&I,20190401
AVG. PRICE TOP 5 TRADES,111.5,110,99.1,104.4,TOTAL,GNMA,AGENCY CMO P&I,20190401
STANDARD DEVIATION,4.2,9.7,6.1,3.3,TOTAL,GNMA,AGENCY CMO P&I,20190401
VOLUME OF TRADES (000'S),1096.6,2845.3,21328.5,1148668.4,TOTAL,GNMA,AGENCY CMO P&I,20190401
VOLUME OF TRADES (000'S),403,1109.4,4723.1,687556.1,CUSTOMER BUY,GNMA,AGENCY CMO P&I,20190401
VOLUME OF TRADES (000'S),298.8,764.7,15407.6,182455.2,CUSTOMER SELL,GNMA,AGENCY CMO P&I,20190401
VOLUME OF TRADES (000'S),394.7,971.2,1197.9,278657.1,DEALER TO DEALER,GNMA,AGENCY CMO P&I,20190401
VOLUME OF TRADES (000'S),1096.6,2845.3,2455,6673.2,<= $1MM,GNMA,AGENCY CMO P&I,20190401
VOLUME OF TRADES (000'S),0,0,18873.5,39152,<= $10MM,GNMA,AGENCY CMO P&I,20190401
VOLUME OF TRADES (000'S),0,0,0,865078,<= $100MM,GNMA,AGENCY CMO P&I,20190401
VOLUME OF TRADES (000'S),0,0,0,*,> $100MM,GNMA,AGENCY CMO P&I,20190401
NUMBER OF TRADES,88,78,53,87,TOTAL,GNMA,AGENCY CMO P&I,20190401
NUMBER OF TRADES,34,17,8,48,CUSTOMER BUY,GNMA,AGENCY CMO P&I,20190401
NUMBER OF TRADES,23,24,22,15,CUSTOMER SELL,GNMA,AGENCY CMO P&I,20190401
NUMBER OF TRADES,31,37,23,24,DEALER TO DEALER,GNMA,AGENCY CMO P&I,20190401
NUMBER OF TRADES,88,78,44,63,<= $1MM,GNMA,AGENCY CMO P&I,20190401
NUMBER OF TRADES,0,0,9,7,<= $10MM,GNMA,AGENCY CMO P&I,20190401
NUMBER OF TRADES,0,0,0,15,<= $100MM,GNMA,AGENCY CMO P&I,20190401
NUMBER OF TRADES,0,0,0,*,> $100MM,GNMA,AGENCY CMO P&I,20190401
AVERAGE PRICE,56.8,*,17.9,*,TOTAL,FNMA,AGENCY CMO IO/PO,20190401
WEIGHTED AVG. PRICE,25.6,*,17.6,*,TOTAL,FNMA,AGENCY CMO IO/PO,20190401
AVG. PRICE BOTTOM 5 TRADES,56.8,*,17.9,*,TOTAL,FNMA,AGENCY CMO IO/PO,20190401
2ND QUARTILE PRICE,*,*,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,20190401
3RD QUARTILE PRICE,*,*,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,20190401
4TH QUARTILE PRICE,*,*,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,20190401
AVG. PRICE TOP 5 TRADES,56.8,*,17.9,*,TOTAL,FNMA,AGENCY CMO IO/PO,20190401
STANDARD DEVIATION,30.9,*,0.7,*,TOTAL,FNMA,AGENCY CMO IO/PO,20190401
VOLUME OF TRADES (000'S),590.4,*,102508.5,*,TOTAL,FNMA,AGENCY CMO IO/PO,20190401
VOLUME OF TRADES (000'S),*,*,*,*,CUSTOMER BUY,FNMA,AGENCY CMO IO/PO,20190401
VOLUME OF TRADES (000'S),*,0,*,*,CUSTOMER SELL,FNMA,AGENCY CMO IO/PO,20190401
VOLUME OF TRADES (000'S),*,*,0,0,DEALER TO DEALER,FNMA,AGENCY CMO IO/PO,20190401
VOLUME OF TRADES (000'S),590.4,*,0,0,<= $1MM,FNMA,AGENCY CMO IO/PO,20190401
VOLUME OF TRADES (000'S),0,*,0,0,<= $10MM,FNMA,AGENCY CMO IO/PO,20190401
VOLUME OF TRADES (000'S),0,0,102508.5,*,<= $100MM,FNMA,AGENCY CMO IO/PO,20190401
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FNMA,AGENCY CMO IO/PO,20190401
NUMBER OF TRADES,6,*,5,*,TOTAL,FNMA,AGENCY CMO IO/PO,20190401
NUMBER OF TRADES,*,*,*,*,CUSTOMER BUY,FNMA,AGENCY CMO IO/PO,20190401
NUMBER OF TRADES,*,0,*,*,CUSTOMER SELL,FNMA,AGENCY CMO IO/PO,20190401
NUMBER OF TRADES,*,*,0,0,DEALER TO DEALER,FNMA,AGENCY CMO IO/PO,20190401
NUMBER OF TRADES,6,*,0,0,<= $1MM,FNMA,AGENCY CMO IO/PO,20190401
NUMBER OF TRADES,0,*,0,0,<= $10MM,FNMA,AGENCY CMO IO/PO,20190401
NUMBER OF TRADES,0,0,5,*,<= $100MM,FNMA,AGENCY CMO IO/PO,20190401
NUMBER OF TRADES,0,0,0,0,> $100MM,FNMA,AGENCY CMO IO/PO,20190401
AVERAGE PRICE,0,0,*,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190401
WEIGHTED AVG. PRICE,0,0,*,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190401
AVG. PRICE BOTTOM 5 TRADES,0,0,*,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190401
2ND QUARTILE PRICE,0,0,*,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190401
3RD QUARTILE PRICE,0,0,*,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190401
4TH QUARTILE PRICE,0,0,*,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190401
AVG. PRICE TOP 5 TRADES,0,0,*,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190401
STANDARD DEVIATION,0,0,*,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190401
VOLUME OF TRADES (000'S),0,0,*,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190401
VOLUME OF TRADES (000'S),0,0,0,*,CUSTOMER BUY,FHLMC,AGENCY CMO IO/PO,20190401
VOLUME OF TRADES (000'S),0,0,*,0,CUSTOMER SELL,FHLMC,AGENCY CMO IO/PO,20190401
VOLUME OF TRADES (000'S),0,0,0,0,DEALER TO DEALER,FHLMC,AGENCY CMO IO/PO,20190401
VOLUME OF TRADES (000'S),0,0,0,0,<= $1MM,FHLMC,AGENCY CMO IO/PO,20190401
VOLUME OF TRADES (000'S),0,0,0,0,<= $10MM,FHLMC,AGENCY CMO IO/PO,20190401
VOLUME OF TRADES (000'S),0,0,*,*,<= $100MM,FHLMC,AGENCY CMO IO/PO,20190401
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FHLMC,AGENCY CMO IO/PO,20190401
NUMBER OF TRADES,0,0,*,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190401
NUMBER OF TRADES,0,0,0,*,CUSTOMER BUY,FHLMC,AGENCY CMO IO/PO,20190401
NUMBER OF TRADES,0,0,*,0,CUSTOMER SELL,FHLMC,AGENCY CMO IO/PO,20190401
NUMBER OF TRADES,0,0,0,0,DEALER TO DEALER,FHLMC,AGENCY CMO IO/PO,20190401
NUMBER OF TRADES,0,0,0,0,<= $1MM,FHLMC,AGENCY CMO IO/PO,20190401
NUMBER OF TRADES,0,0,0,0,<= $10MM,FHLMC,AGENCY CMO IO/PO,20190401
NUMBER OF TRADES,0,0,*,*,<= $100MM,FHLMC,AGENCY CMO IO/PO,20190401
NUMBER OF TRADES,0,0,0,0,> $100MM,FHLMC,AGENCY CMO IO/PO,20190401
AVERAGE PRICE,*,*,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190401
WEIGHTED AVG. PRICE,*,*,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190401
AVG. PRICE BOTTOM 5 TRADES,*,*,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190401
2ND QUARTILE PRICE,*,*,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190401
3RD QUARTILE PRICE,*,*,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190401
4TH QUARTILE PRICE,*,*,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190401
AVG. PRICE TOP 5 TRADES,*,*,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190401
STANDARD DEVIATION,*,*,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190401
VOLUME OF TRADES (000'S),*,*,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190401
VOLUME OF TRADES (000'S),0,*,*,*,CUSTOMER BUY,GNMA,AGENCY CMO IO/PO,20190401
VOLUME OF TRADES (000'S),0,*,*,*,CUSTOMER SELL,GNMA,AGENCY CMO IO/PO,20190401
VOLUME OF TRADES (000'S),*,*,0,*,DEALER TO DEALER,GNMA,AGENCY CMO IO/PO,20190401
VOLUME OF TRADES (000'S),*,*,*,0,<= $1MM,GNMA,AGENCY CMO IO/PO,20190401
VOLUME OF TRADES (000'S),0,0,0,0,<= $10MM,GNMA,AGENCY CMO IO/PO,20190401
VOLUME OF TRADES (000'S),0,0,0,*,<= $100MM,GNMA,AGENCY CMO IO/PO,20190401
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,GNMA,AGENCY CMO IO/PO,20190401
NUMBER OF TRADES,*,*,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190401
NUMBER OF TRADES,0,*,*,*,CUSTOMER BUY,GNMA,AGENCY CMO IO/PO,20190401
NUMBER OF TRADES,0,*,*,*,CUSTOMER SELL,GNMA,AGENCY CMO IO/PO,20190401
NUMBER OF TRADES,*,*,0,*,DEALER TO DEALER,GNMA,AGENCY CMO IO/PO,20190401
NUMBER OF TRADES,*,*,*,0,<= $1MM,GNMA,AGENCY CMO IO/PO,20190401
NUMBER OF TRADES,0,0,0,0,<= $10MM,GNMA,AGENCY CMO IO/PO,20190401
NUMBER OF TRADES,0,0,0,*,<= $100MM,GNMA,AGENCY CMO IO/PO,20190401
NUMBER OF TRADES,0,0,0,0,> $100MM,GNMA,AGENCY CMO IO/PO,20190401
AVERAGE PRICE,99.5,95.2,97.6,98,TOTAL,FNMA,AGENCY CMO P&I,20190402
WEIGHTED AVG. PRICE,105.8,99.1,102.1,100.3,TOTAL,FNMA,AGENCY CMO P&I,20190402
AVG. PRICE BOTTOM 5 TRADES,68.4,80.5,85.2,92,TOTAL,FNMA,AGENCY CMO P&I,20190402
2ND QUARTILE PRICE,97.7,93.1,96.8,97,TOTAL,FNMA,AGENCY CMO P&I,20190402
3RD QUARTILE PRICE,100.7,97.3,100.1,99.7,TOTAL,FNMA,AGENCY CMO P&I,20190402
4TH QUARTILE PRICE,104.9,99.5,106.1,100.6,TOTAL,FNMA,AGENCY CMO P&I,20190402
AVG. PRICE TOP 5 TRADES,111.4,105.6,103,102.3,TOTAL,FNMA,AGENCY CMO P&I,20190402
STANDARD DEVIATION,14.3,6.8,8.8,3.7,TOTAL,FNMA,AGENCY CMO P&I,20190402
VOLUME OF TRADES (000'S),4630.8,72833.5,11232.1,88578.9,TOTAL,FNMA,AGENCY CMO P&I,20190402
VOLUME OF TRADES (000'S),622,42674.7,3999.5,74687.2,CUSTOMER BUY,FNMA,AGENCY CMO P&I,20190402
VOLUME OF TRADES (000'S),2399.1,21807,6076.9,9643.1,CUSTOMER SELL,FNMA,AGENCY CMO P&I,20190402
VOLUME OF TRADES (000'S),1609.7,8351.7,1155.7,4248.6,DEALER TO DEALER,FNMA,AGENCY CMO P&I,20190402
VOLUME OF TRADES (000'S),2172.7,6240.3,6450.9,1095,<= $1MM,FNMA,AGENCY CMO P&I,20190402
VOLUME OF TRADES (000'S),*,23221.8,*,25486.2,<= $10MM,FNMA,AGENCY CMO P&I,20190402
VOLUME OF TRADES (000'S),0,*,0,*,<= $100MM,FNMA,AGENCY CMO P&I,20190402
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FNMA,AGENCY CMO P&I,20190402
NUMBER OF TRADES,99,101,24,29,TOTAL,FNMA,AGENCY CMO P&I,20190402
NUMBER OF TRADES,19,42,8,11,CUSTOMER BUY,FNMA,AGENCY CMO P&I,20190402
NUMBER OF TRADES,50,30,9,8,CUSTOMER SELL,FNMA,AGENCY CMO P&I,20190402
NUMBER OF TRADES,30,29,7,10,DEALER TO DEALER,FNMA,AGENCY CMO P&I,20190402
NUMBER OF TRADES,97,89,21,18,<= $1MM,FNMA,AGENCY CMO P&I,20190402
NUMBER OF TRADES,*,9,*,9,<= $10MM,FNMA,AGENCY CMO P&I,20190402
